"Schema","Criterion","DataGenerator","Doubler","Termination","BigOh"
"NistXTS748","CondAICC","avs","DoubleAll","success","LINEARITHMIC"
"NistXTS748","NCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"BioSQL","AUCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","CondAICC","randomDefaults","DoubleAll","success","LINEAR"
"BioSQL","ClauseAICC","avsDefaults","DoubleTables","timeout","POWER 4"
"JWhoisServer","APC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"iTrust","UCC","random","DoubleChecksSemantic","success","LINEARITHMIC"
"Cloc","ClauseAICC","avsDefaults","DoubleTables","success","LINEARITHMIC"
"NistXTS749","NCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","ANCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","NCC","randomDefaults","DoubleTables","success","LINEARITHMIC"
"iTrust","AICC","random","DoubleTables","timeout","QUADRADIC"
"iTrust","CondAICC","directedRandomDefaults","DoubleAll","success","LINEAR"
"RiskIt","CondAICC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"iTrust","ANCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","AICC","random","DoubleChecksSemantic","success","LINEAR"
"UnixUsage","CondAICC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"BioSQL","ICC","random","DoubleAll","success","LINEAR"
"UnixUsage","AUCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","AUCC","directedRandomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS749","ClauseAICC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"NistXTS748","ICC","directedRandom","DoubleUniquesSemantic","success","LINEARITHMIC"
"NistXTS749","AUCC","random","DoubleTablesColumns","success","LINEAR"
"BioSQL","AUCC","random","DoubleColumns","timeout","QUADRADIC"
"RiskIt","APC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"JWhoisServer","APC","avs","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","NCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","ICC","random","DoubleAll","success","LINEAR"
"NistXTS748","ANCC","avs","DoubleForeignKeys","success","LOGARITHMIC"
"BioSQL","AICC","avs","DoubleAll","success","LINEAR"
"NistXTS748","UCC","randomDefaults","DoubleAll","success","LOGARITHMIC"
"Cloc","AICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","UCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","AICC","directedRandom","DoubleAll","timeout","QUADRADIC"
"NistXTS748","APC","randomDefaults","DoubleAll","success","LOGARITHMIC"
"NistWeather","UCC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","ClauseAICC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"UnixUsage","APC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","CondAICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"UnixUsage","UCC","randomDefaults","DoubleColumns","out of memory","LINEAR"
"UnixUsage","AICC","directedRandom","DoubleUniquesSemantic","success","LOGARITHMIC"
"RiskIt","AUCC","randomDefaults","DoubleTables","timeout","POWER 4"
"NistXTS748","ANCC","random","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","AUCC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS749","AUCC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"JWhoisServer","ANCC","randomDefaults","DoubleTables","timeout","CUBIC"
"Cloc","ClauseAICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"NistWeather","NCC","directedRandomDefaults","DoubleColumns","out of memory","QUADRADIC"
"UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistWeather","ANCC","random","DoubleColumns","timeout","QUADRADIC"
"iTrust","NCC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS748","ICC","directedRandom","DoubleAll","success","LOGARITHMIC"
"UnixUsage","AUCC","directedRandom","DoubleTablesColumns","success","LOGARITHMIC"
"JWhoisServer","CondAICC","avs","DoubleTablesColumns","timeout","CUBIC"
"UnixUsage","ANCC","directedRandomDefaults","DoubleColumns","out of memory","QUADRADIC"
"Cloc","UCC","avsDefaults","DoubleNotNullsSemantic","success","CONSTANT"
"NistWeather","ANCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistXTS748","APC","avs","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","NCC","directedRandomDefaults","DoubleTables","success","LINEARITHMIC"
"NistXTS749","AUCC","avs","DoubleAll","success","LINEAR"
"NistXTS749","UCC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"RiskIt","NCC","directedRandomDefaults","DoubleAll","success","QUADRADIC"
"NistXTS749","NCC","random","DoubleAll","success","LINEAR"
"BioSQL","ClauseAICC","random","DoubleColumns","timeout","QUADRADIC"
"NistXTS748","ANCC","random","DoubleUniquesSemantic","success","LINEARITHMIC"
"NistXTS749","AUCC","randomDefaults","DoubleTables","success","LINEAR"
"NistXTS748","ICC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"BioSQL","UCC","random","DoubleTables","timeout","POWER 5"
"iTrust","ANCC","randomDefaults","DoubleChecksSemantic","KILLED","LOGARITHMIC"
"BioSQL","APC","randomDefaults","DoubleUniquesSemantic","out of memory","LINEARITHMIC"
"NistXTS749","AICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"iTrust","ANCC","randomDefaults","DoubleTables","timeout","POWER 5"
"NistXTS749","ClauseAICC","avsDefaults","DoubleAll","success","LINEAR"
"Cloc","ANCC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"RiskIt","CondAICC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"UnixUsage","ClauseAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","UCC","avsDefaults","DoubleTables","success","QUADRADIC"
"NistXTS749","ClauseAICC","directedRandom","DoubleNotNulls","success","CONSTANT"
"RiskIt","CondAICC","avsDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"Cloc","ICC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"Cloc","ClauseAICC","randomDefaults","DoubleTables","success","LINEAR"
"Cloc","NCC","random","DoubleAll","success","LINEARITHMIC"
"iTrust","UCC","avsDefaults","DoubleAll","timeout","QUADRADIC"
"NistWeather","NCC","avs","DoubleAll","success","LINEARITHMIC"
"NistWeather","AUCC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","ICC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","NCC","randomDefaults","DoubleTables","success","QUADRADIC"
"BioSQL","NCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","AICC","randomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS749","CondAICC","avs","DoubleColumns","success","LINEAR"
"NistXTS748","NCC","random","DoubleColumns","success","LINEARITHMIC"
"BioSQL","AICC","random","DoubleTablesColumns","timeout","POWER 5"
"NistWeather","UCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","AUCC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS748","APC","directedRandomDefaults","DoubleAll","success","LOGARITHMIC"
"NistXTS749","AICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","ANCC","directedRandom","DoubleAll","timeout","CUBIC"
"NistWeather","ICC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","AUCC","avs","DoubleAll","success","LINEAR"
"JWhoisServer","ANCC","random","DoubleTablesColumns","success","LINEARITHMIC"
"NistXTS749","AUCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"Cloc","ANCC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","AUCC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"BioSQL","UCC","avsDefaults","DoubleUniquesSemantic","success","LINEAR"
"BioSQL","UCC","random","DoubleAll","success","LINEAR"
"NistWeather","AUCC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","ICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","ANCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","AICC","random","DoubleUniquesSemantic","success","LINEAR"
"BioSQL","AICC","avs","DoubleNotNullsSemantic","success","LINEAR"
"BioSQL","ANCC","avs","DoubleChecksSemantic","success","LOGARITHMIC"
"iTrust","ClauseAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","CondAICC","random","DoubleForeignKeys","KILLED","LOGARITHMIC"
"RiskIt","AUCC","random","DoubleTablesColumns","success","LINEAR"
"UnixUsage","APC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"JWhoisServer","AICC","random","DoubleChecksSemantic","success","CONSTANT"
"NistWeather","UCC","directedRandom","DoubleTables","success","QUADRADIC"
"JWhoisServer","ANCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"Cloc","AICC","random","DoubleNotNullsSemantic","success","CONSTANT"
"Cloc","ICC","random","DoubleChecksSemantic","success","CONSTANT"
"NistXTS748","ClauseAICC","random","DoubleChecksSemantic","success","LINEAR"
"JWhoisServer","APC","avs","DoubleColumns","success","LINEARITHMIC"
"NistXTS749","APC","randomDefaults","DoubleColumns","success","LOGARITHMIC"
"iTrust","ICC","avs","DoubleColumns","success","LINEARITHMIC"
"BioSQL","APC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","NCC","directedRandom","DoubleTables","timeout","CUBIC"
"NistXTS748","ANCC","avsDefaults","DoubleUniquesSemantic","success","LINEARITHMIC"
"RiskIt","AICC","randomDefaults","DoubleAll","success","LINEAR"
"JWhoisServer","APC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","AUCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"Cloc","AICC","random","DoubleChecksSemantic","success","CONSTANT"
"iTrust","APC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","ICC","random","DoubleNotNulls","success","CONSTANT"
"RiskIt","APC","avsDefaults","DoubleColumns","success","QUADRADIC"
"UnixUsage","ANCC","avsDefaults","DoubleAll","timeout","CUBIC"
"Cloc","CondAICC","avsDefaults","DoubleForeignKeys","success","CONSTANT"
"NistXTS748","AUCC","random","DoubleColumns","success","QUADRADIC"
"iTrust","ClauseAICC","directedRandomDefaults","DoubleColumns","success","LINEAR"
"BioSQL","ICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"BioSQL","CondAICC","directedRandomDefaults","DoubleColumns","success","LINEAR"
"NistXTS749","AICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS749","ICC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistXTS749","UCC","directedRandomDefaults","DoubleAll","success","LOGARITHMIC"
"NistXTS748","CondAICC","randomDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"JWhoisServer","ICC","avs","DoubleTables","timeout","QUADRADIC"
"iTrust","ClauseAICC","random","DoubleNotNulls","success","CONSTANT"
"RiskIt","CondAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","UCC","avsDefaults","DoubleTables","success","LINEARITHMIC"
"RiskIt","APC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","NCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","ClauseAICC","randomDefaults","DoubleAll","success","LINEARITHMIC"
"NistXTS749","UCC","randomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"UnixUsage","AUCC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","NCC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"UnixUsage","NCC","avs","DoubleAll","success","LINEARITHMIC"
"Cloc","ANCC","random","DoubleColumns","out of memory","CUBIC"
"UnixUsage","APC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","CondAICC","avsDefaults","DoubleChecksSemantic","success","LINEAR"
"iTrust","NCC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","APC","directedRandom","DoubleUniquesSemantic","success","LINEAR"
"NistXTS748","ANCC","directedRandom","DoubleTablesColumns","success","LOGARITHMIC"
"iTrust","NCC","avsDefaults","DoubleChecksSemantic","success","LINEAR"
"iTrust","APC","directedRandom","DoubleTables","timeout","QUADRADIC"
"NistXTS749","ANCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","AICC","randomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"BioSQL","UCC","randomDefaults","DoubleAll","success","LINEAR"
"JWhoisServer","APC","random","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","AICC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"iTrust","ICC","directedRandomDefaults","DoubleAll","timeout","QUADRADIC"
"NistXTS748","ICC","directedRandomDefaults","DoubleAll","success","LOGARITHMIC"
"NistXTS748","APC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","ClauseAICC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"Cloc","ClauseAICC","avsDefaults","DoubleAll","success","LOGARITHMIC"
"RiskIt","ICC","avs","DoubleTables","timeout","QUADRADIC"
"BioSQL","AICC","randomDefaults","DoubleTablesColumns","timeout","CUBIC"
"NistXTS749","APC","directedRandomDefaults","DoubleColumns","success","LOGARITHMIC"
"NistWeather","ICC","directedRandom","DoubleChecksSemantic","success","LINEARITHMIC"
"NistXTS749","ANCC","randomDefaults","DoubleAll","success","LINEARITHMIC"
"NistXTS748","NCC","random","DoubleUniquesSemantic","success","LOGARITHMIC"
"Cloc","NCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"BioSQL","ICC","avs","DoubleTables","timeout","QUADRADIC"
"RiskIt","ICC","directedRandomDefaults","DoubleTables","success","LINEARITHMIC"
"JWhoisServer","UCC","directedRandomDefaults","DoubleTablesColumns","success","CONSTANT"
"Cloc","APC","random","DoubleChecksSemantic","success","CONSTANT"
"BioSQL","ClauseAICC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistWeather","AUCC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistXTS749","ICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"BioSQL","UCC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","UCC","directedRandom","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS749","AICC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","CondAICC","avs","DoubleAll","success","LINEAR"
"JWhoisServer","UCC","avs","DoubleColumns","timeout","CUBIC"
"JWhoisServer","NCC","random","DoubleColumns","out of memory","QUADRADIC"
"NistXTS749","CondAICC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS749","UCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","AUCC","random","DoubleUniquesSemantic","success","LINEARITHMIC"
"BioSQL","ClauseAICC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"BioSQL","APC","directedRandom","DoubleChecksSemantic","success","CONSTANT"
"Cloc","ICC","avs","DoubleChecksSemantic","success","CONSTANT"
"UnixUsage","AICC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS749","NCC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"JWhoisServer","AICC","avsDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","CondAICC","directedRandomDefaults","DoubleTablesColumns","timeout","CUBIC"
"NistWeather","ANCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"RiskIt","ANCC","randomDefaults","DoubleAll","success","LINEAR"
"NistWeather","AICC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"NistWeather","ICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","ClauseAICC","directedRandom","DoubleAll","success","LINEAR"
"iTrust","UCC","avs","DoubleColumns","out of memory","CUBIC"
"UnixUsage","ClauseAICC","random","DoubleAll","success","LINEAR"
"UnixUsage","UCC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","ICC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","NCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","NCC","random","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS748","APC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"BioSQL","AICC","random","DoubleTables","timeout","POWER 4"
"BioSQL","NCC","avsDefaults","DoubleAll","timeout","CUBIC"
"RiskIt","AUCC","avs","DoubleTablesColumns","success","LOGARITHMIC"
"UnixUsage","AICC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"JWhoisServer","ICC","random","DoubleChecksSemantic","success","CONSTANT"
"RiskIt","AICC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistWeather","CondAICC","avs","DoubleChecksSemantic","success","LINEAR"
"BioSQL","APC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","AICC","directedRandom","DoubleColumns","success","LINEAR"
"NistXTS748","APC","directedRandom","DoubleTables","success","QUADRADIC"
"NistXTS748","UCC","randomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS749","CondAICC","randomDefaults","DoubleColumns","success","LINEAR"
"Cloc","AUCC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistWeather","AUCC","avsDefaults","DoubleColumns","success","CUBIC"
"BioSQL","ClauseAICC","avs","DoubleAll","success","LINEAR"
"UnixUsage","NCC","directedRandomDefaults","DoubleAll","success","QUADRADIC"
"NistXTS748","UCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"RiskIt","UCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","CondAICC","randomDefaults","DoubleTables","success","CONSTANT"
"Cloc","APC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","APC","avs","DoubleNotNulls","success","CONSTANT"
"NistXTS749","APC","directedRandom","DoubleAll","success","LINEARITHMIC"
"NistXTS749","NCC","avs","DoubleTables","success","LOGARITHMIC"
"JWhoisServer","AUCC","random","DoubleColumns","timeout","QUADRADIC"
"NistXTS748","ANCC","directedRandom","DoubleNotNullsSemantic","success","LINEAR"
"RiskIt","AICC","random","DoubleTablesColumns","timeout","QUADRADIC"
"NistWeather","ICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"Cloc","AICC","directedRandom","DoubleTablesColumns","success","LOGARITHMIC"
"iTrust","CondAICC","avs","DoubleChecksSemantic","success","LINEAR"
"NistWeather","ClauseAICC","random","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","AUCC","directedRandomDefaults","DoubleTables","timeout","CUBIC"
"RiskIt","ANCC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"RiskIt","CondAICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistWeather","ClauseAICC","randomDefaults","DoubleChecksSemantic","success","LINEAR"
"NistWeather","ClauseAICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
